operating_day,hour_beginning,node,bid_mw,bid_type
2022-01-01,9,ILLINOIS.HUB,0.7501489342065865,DEC
2022-01-01,9,INDIANA.HUB,1.1101526344368748,DEC
2022-01-01,9,LOUISIANA.HUB,0.9337396713249511,DEC
2022-01-01,9,MICHIGAN.HUB,1.419483835586534,DEC
2022-01-01,9,MINN.HUB,0.37483093738855555,DEC
2022-01-01,9,MS.HUB,3.106047535325969,DEC
2022-01-01,9,TEXAS.HUB,0.3290030543835735,DEC
2022-01-01,10,ARKANSAS.HUB,0.0,INC
2022-01-01,10,ILLINOIS.HUB,0.0,DEC
2022-01-01,10,INDIANA.HUB,0.0,DEC
2022-01-01,10,LOUISIANA.HUB,0.0,DEC
2022-01-01,10,MICHIGAN.HUB,0.0,INC
2022-01-01,10,MINN.HUB,0.0,INC
2022-01-01,10,MS.HUB,0.0,DEC
2022-01-01,10,TEXAS.HUB,0.0,DEC
2022-01-01,11,ARKANSAS.HUB,0.0,DEC
2022-01-01,11,ILLINOIS.HUB,0.0,DEC
2022-01-01,11,INDIANA.HUB,0.4465312009020726,DEC
2022-01-01,11,LOUISIANA.HUB,0.0,INC
2022-01-01,11,MICHIGAN.HUB,0.6842089819249472,DEC
2022-01-01,11,MINN.HUB,0.0,DEC
2022-01-01,11,MS.HUB,0.2546005907728829,DEC
2022-01-01,11,TEXAS.HUB,0.0,DEC
2022-01-01,12,ARKANSAS.HUB,0.0,DEC
2022-01-01,12,ILLINOIS.HUB,0.0,DEC
2022-01-01,12,INDIANA.HUB,0.2994622606440458,DEC
2022-01-01,12,LOUISIANA.HUB,0.0,INC
2022-01-01,12,MICHIGAN.HUB,0.1385301733921011,DEC
2022-01-01,12,MINN.HUB,0.0,DEC
2022-01-01,12,MS.HUB,0.0,DEC
2022-01-01,12,TEXAS.HUB,0.0,INC
2022-01-01,13,ARKANSAS.HUB,0.0,DEC
2022-01-01,13,ILLINOIS.HUB,0.8507668878375094,DEC
2022-01-01,13,INDIANA.HUB,1.2642784107319618,DEC
2022-01-01,13,LOUISIANA.HUB,0.3614277302665514,DEC
2022-01-01,13,MICHIGAN.HUB,1.504604489269066,DEC
2022-01-01,13,MINN.HUB,0.7709238799661927,DEC
2022-01-01,13,MS.HUB,1.8829239502033641,DEC
2022-01-01,13,TEXAS.HUB,0.0,DEC
2022-01-01,14,ARKANSAS.HUB,0.10569918611540244,DEC
2022-01-01,14,ILLINOIS.HUB,0.7146661670586191,DEC
2022-01-01,14,INDIANA.HUB,1.2347728849576847,DEC
2022-01-01,14,LOUISIANA.HUB,1.092813381771165,DEC
2022-01-01,14,MICHIGAN.HUB,1.1105133209091196,DEC
2022-01-01,14,MINN.HUB,0.53374098672212,DEC
2022-01-01,14,MS.HUB,1.4418895672908378,DEC
2022-01-01,14,TEXAS.HUB,0.0,DEC
2022-01-01,15,ARKANSAS.HUB,0.39444523931640674,DEC
2022-01-01,15,ILLINOIS.HUB,1.625466660327272,DEC
2022-01-01,15,INDIANA.HUB,1.6121363190226146,DEC
2022-01-01,15,LOUISIANA.HUB,2.8263219229046532,DEC
2022-01-01,15,MICHIGAN.HUB,2.0852296456176975,DEC
2022-01-01,15,MINN.HUB,1.012517824829815,DEC
2022-01-01,15,MS.HUB,1.6721011041329505,DEC
2022-01-01,15,TEXAS.HUB,0.49782508237930134,DEC
2022-01-01,16,ARKANSAS.HUB,1.3376520392047293,DEC
2022-01-01,16,ILLINOIS.HUB,2.4422949289463887,DEC
2022-01-01,16,INDIANA.HUB,2.4321841288658463,DEC
2022-01-01,16,LOUISIANA.HUB,4.614027518661501,DEC
2022-01-01,16,MICHIGAN.HUB,2.773887587630353,DEC
2022-01-01,16,MINN.HUB,1.5810625342321414,DEC
2022-01-01,16,MS.HUB,2.8918204788050357,DEC
2022-01-01,16,TEXAS.HUB,1.7232944895229987,DEC
2022-01-01,17,ARKANSAS.HUB,0.0,DEC
2022-01-01,17,ILLINOIS.HUB,0.0,DEC
2022-01-01,17,INDIANA.HUB,0.0,DEC
2022-01-01,17,LOUISIANA.HUB,0.39727180525056605,DEC
2022-01-01,17,MICHIGAN.HUB,0.1377959843245576,DEC
2022-01-01,17,MINN.HUB,0.11195019408999128,DEC
2022-01-01,17,MS.HUB,0.3948143341332839,DEC
2022-01-01,17,TEXAS.HUB,0.0,DEC
2022-01-01,18,ARKANSAS.HUB,0.0,INC
2022-01-01,18,ILLINOIS.HUB,0.0,DEC
2022-01-01,18,INDIANA.HUB,0.6292285365013404,DEC
2022-01-01,18,LOUISIANA.HUB,0.2817131825741581,DEC
2022-01-01,18,MICHIGAN.HUB,0.7476833619604618,DEC
2022-01-01,18,MINN.HUB,0.13202554043509945,DEC
2022-01-01,18,MS.HUB,0.8235092213941572,DEC
2022-01-01,18,TEXAS.HUB,0.0,INC
2022-01-01,19,ARKANSAS.HUB,0.0,INC
2022-01-01,19,ILLINOIS.HUB,0.0,INC
2022-01-01,19,INDIANA.HUB,0.39953995607205767,DEC
2022-01-01,19,LOUISIANA.HUB,0.0,INC
2022-01-01,19,MICHIGAN.HUB,0.45086832630284074,DEC
2022-01-01,19,MINN.HUB,0.0,DEC
2022-01-01,19,MS.HUB,0.0,INC
2022-01-01,19,TEXAS.HUB,0.0,INC
2022-01-01,20,ARKANSAS.HUB,0.0,INC
2022-01-01,20,ILLINOIS.HUB,0.0,INC
2022-01-01,20,INDIANA.HUB,0.0,DEC
2022-01-01,20,LOUISIANA.HUB,0.0,INC
2022-01-01,20,MICHIGAN.HUB,0.0,DEC
2022-01-01,20,MINN.HUB,-0.16135819245966965,INC
2022-01-01,20,MS.HUB,0.0,INC
2022-01-01,20,TEXAS.HUB,0.0,INC
2022-01-01,21,ARKANSAS.HUB,0.0,INC
2022-01-01,21,ILLINOIS.HUB,0.0,INC
2022-01-01,21,INDIANA.HUB,0.0,DEC
2022-01-01,21,LOUISIANA.HUB,0.0,INC
2022-01-01,21,MICHIGAN.HUB,0.0,INC
2022-01-01,21,MINN.HUB,-0.21531379553810612,INC
2022-01-01,21,MS.HUB,0.0,INC
2022-01-01,21,TEXAS.HUB,0.0,INC
2022-01-01,22,ARKANSAS.HUB,0.5118199602514509,DEC
2022-01-01,22,ILLINOIS.HUB,0.0,DEC
2022-01-01,22,INDIANA.HUB,0.5403997231578701,DEC
2022-01-01,22,LOUISIANA.HUB,3.090239221630643,DEC
2022-01-01,22,MICHIGAN.HUB,0.5219364827405354,DEC
2022-01-01,22,MINN.HUB,0.0,DEC
2022-01-01,22,MS.HUB,2.009403125211157,DEC
2022-01-01,22,TEXAS.HUB,0.10667672378803165,DEC
2022-01-01,23,ARKANSAS.HUB,1.0885837675691266,DEC
2022-01-01,23,ILLINOIS.HUB,0.8699828796980755,DEC
2022-01-01,23,INDIANA.HUB,1.0935326884734955,DEC
2022-01-01,23,LOUISIANA.HUB,1.9321955461458746,DEC
2022-01-01,23,MICHIGAN.HUB,0.0,DEC
2022-01-01,23,MINN.HUB,-0.359891162464208,INC
2022-01-01,23,MS.HUB,2.0040404480690945,DEC
2022-01-01,23,TEXAS.HUB,0.7942663431179723,DEC
2022-01-02,0,ARKANSAS.HUB,0.35175941603036476,DEC
2022-01-02,0,ILLINOIS.HUB,0.0,DEC
2022-01-02,0,INDIANA.HUB,0.0,DEC
2022-01-02,0,LOUISIANA.HUB,0.6615511051947716,DEC
2022-01-02,0,MICHIGAN.HUB,0.0,DEC
2022-01-02,0,MINN.HUB,0.0,INC
2022-01-02,0,MS.HUB,0.7302288046829779,DEC
2022-01-02,0,TEXAS.HUB,0.21535567483611767,DEC
2022-01-02,1,ARKANSAS.HUB,0.6759434026229576,DEC
2022-01-02,1,ILLINOIS.HUB,0.0,DEC
2022-01-02,1,INDIANA.HUB,0.0,DEC
2022-01-02,1,LOUISIANA.HUB,1.1880060213627113,DEC
2022-01-02,1,MICHIGAN.HUB,0.0,DEC
2022-01-02,1,MINN.HUB,0.0,DEC
2022-01-02,1,MS.HUB,1.2863912898088348,DEC
2022-01-02,1,TEXAS.HUB,0.0,INC
2022-01-02,2,ARKANSAS.HUB,0.0,DEC
2022-01-02,2,ILLINOIS.HUB,0.0,INC
2022-01-02,2,INDIANA.HUB,0.0,DEC
2022-01-02,2,LOUISIANA.HUB,0.0,DEC
2022-01-02,2,MICHIGAN.HUB,0.0,INC
2022-01-02,2,MINN.HUB,0.0,INC
2022-01-02,2,MS.HUB,0.9225868348239961,DEC
2022-01-02,2,TEXAS.HUB,0.0,DEC
2022-01-02,3,ARKANSAS.HUB,0.19520714827260852,DEC
2022-01-02,3,ILLINOIS.HUB,0.18172616783434703,DEC
2022-01-02,3,INDIANA.HUB,0.0,DEC
2022-01-02,3,LOUISIANA.HUB,0.0,DEC
2022-01-02,3,MICHIGAN.HUB,1.188690024822202,DEC
2022-01-02,3,MINN.HUB,0.0,DEC
2022-01-02,3,MS.HUB,1.3714597624501579,DEC
2022-01-02,3,TEXAS.HUB,0.0,DEC
2022-01-02,4,ARKANSAS.HUB,0.0,DEC
2022-01-02,4,ILLINOIS.HUB,0.0,DEC
2022-01-02,4,INDIANA.HUB,0.0,DEC
2022-01-02,4,LOUISIANA.HUB,0.0,DEC
2022-01-02,4,MICHIGAN.HUB,0.0,INC
2022-01-02,4,MINN.HUB,0.0,DEC
2022-01-02,4,MS.HUB,1.3806501906641795,DEC
2022-01-02,4,TEXAS.HUB,0.0,INC
2022-01-02,5,ARKANSAS.HUB,0.0,DEC
2022-01-02,5,ILLINOIS.HUB,1.3093401849520945,DEC
2022-01-02,5,INDIANA.HUB,0.0,DEC
2022-01-02,5,LOUISIANA.HUB,1.6681263100789383,DEC
2022-01-02,5,MICHIGAN.HUB,0.5711160493915202,DEC
2022-01-02,5,MINN.HUB,0.3508338874209324,DEC
2022-01-02,5,MS.HUB,1.4433182715268165,DEC
2022-01-02,5,TEXAS.HUB,0.0,DEC
2022-01-02,6,ARKANSAS.HUB,0.0,DEC
2022-01-02,6,ILLINOIS.HUB,0.13447548582284696,DEC
2022-01-02,6,INDIANA.HUB,0.0,INC
2022-01-02,6,LOUISIANA.HUB,0.12110293320162459,DEC
2022-01-02,6,MICHIGAN.HUB,0.0,DEC
2022-01-02,6,MINN.HUB,0.0,DEC
2022-01-02,6,MS.HUB,0.3400339822660148,DEC
2022-01-02,6,TEXAS.HUB,0.0,DEC
2022-01-02,7,ARKANSAS.HUB,0.0,INC
2022-01-02,7,ILLINOIS.HUB,0.0,DEC
2022-01-02,7,INDIANA.HUB,-0.1357812352958673,INC
2022-01-02,7,LOUISIANA.HUB,0.0,INC
2022-01-02,7,MICHIGAN.HUB,0.0,INC
2022-01-02,7,MINN.HUB,0.0,INC
2022-01-02,7,MS.HUB,0.0,DEC
2022-01-02,7,TEXAS.HUB,0.0,DEC
2022-01-02,8,ARKANSAS.HUB,0.1653321301773198,DEC
2022-01-02,8,ILLINOIS.HUB,0.8173523985170354,DEC
2022-01-02,8,INDIANA.HUB,0.857656308438,DEC
2022-01-02,8,LOUISIANA.HUB,2.094477408380523,DEC
2022-01-02,8,MICHIGAN.HUB,1.126044080620767,DEC
2022-01-02,8,MINN.HUB,0.39143731730795717,DEC
2022-01-02,8,MS.HUB,1.7204687349374654,DEC
2022-01-02,8,TEXAS.HUB,0.3222104332161094,DEC
2022-01-02,9,ARKANSAS.HUB,0.3622417602091737,DEC
2022-01-02,9,ILLINOIS.HUB,0.7538435689483999,DEC
2022-01-02,9,INDIANA.HUB,1.1134218427264893,DEC
2022-01-02,9,LOUISIANA.HUB,0.9385317165263125,DEC
2022-01-02,9,MICHIGAN.HUB,1.4229556971129125,DEC
2022-01-02,9,MINN.HUB,0.3783559906943007,DEC
2022-01-02,9,MS.HUB,3.119069517631716,DEC
2022-01-02,9,TEXAS.HUB,0.32957250376556924,DEC
2022-01-02,10,ARKANSAS.HUB,0.0,INC
2022-01-02,10,ILLINOIS.HUB,0.0,INC
2022-01-02,10,INDIANA.HUB,0.0,DEC
2022-01-02,10,LOUISIANA.HUB,0.0,DEC
2022-01-02,10,MICHIGAN.HUB,0.0,DEC
2022-01-02,10,MINN.HUB,0.0,INC
2022-01-02,10,MS.HUB,0.0,DEC
2022-01-02,10,TEXAS.HUB,0.0,DEC
2022-01-02,11,ARKANSAS.HUB,0.0,DEC
2022-01-02,11,ILLINOIS.HUB,0.0,DEC
2022-01-02,11,INDIANA.HUB,0.45254660270017966,DEC
2022-01-02,11,LOUISIANA.HUB,0.0,DEC
2022-01-02,11,MICHIGAN.HUB,0.6960897210585427,DEC
2022-01-02,11,MINN.HUB,0.0,INC
2022-01-02,11,MS.HUB,0.26695220505984474,DEC
2022-01-02,11,TEXAS.HUB,0.0,DEC
2022-01-02,12,ARKANSAS.HUB,0.0,DEC
2022-01-02,12,ILLINOIS.HUB,0.0,INC
2022-01-02,12,INDIANA.HUB,0.2959595236367308,DEC
2022-01-02,12,LOUISIANA.HUB,0.0,INC
2022-01-02,12,MICHIGAN.HUB,0.14303876045359212,DEC
2022-01-02,12,MINN.HUB,0.0,DEC
2022-01-02,12,MS.HUB,0.0,DEC
2022-01-02,12,TEXAS.HUB,0.0,DEC
2022-01-02,13,ARKANSAS.HUB,0.0,DEC
2022-01-02,13,ILLINOIS.HUB,0.8501748092058969,DEC
2022-01-02,13,INDIANA.HUB,1.2671237985854331,DEC
2022-01-02,13,LOUISIANA.HUB,0.36167661473561197,DEC
2022-01-02,13,MICHIGAN.HUB,1.5078944678335147,DEC
2022-01-02,13,MINN.HUB,0.7810907094706259,DEC
2022-01-02,13,MS.HUB,1.9212771217698934,DEC
2022-01-02,13,TEXAS.HUB,0.0,DEC
2022-01-02,14,ARKANSAS.HUB,0.10971571463375614,DEC
2022-01-02,14,ILLINOIS.HUB,0.6972947417679644,DEC
2022-01-02,14,INDIANA.HUB,1.2596608581717925,DEC
2022-01-02,14,LOUISIANA.HUB,1.0707642408678986,DEC
2022-01-02,14,MICHIGAN.HUB,1.1035970760645937,DEC
2022-01-02,14,MINN.HUB,0.5391810338505034,DEC
2022-01-02,14,MS.HUB,1.4351672896525554,DEC
2022-01-02,14,TEXAS.HUB,0.0,DEC
2022-01-02,15,ARKANSAS.HUB,0.3952271686182743,DEC
2022-01-02,15,ILLINOIS.HUB,1.6179492800226551,DEC
2022-01-02,15,INDIANA.HUB,1.6075564999124312,DEC
2022-01-02,15,LOUISIANA.HUB,2.8200324852293837,DEC
2022-01-02,15,MICHIGAN.HUB,2.0747358656107493,DEC
2022-01-02,15,MINN.HUB,1.0107436394487295,DEC
2022-01-02,15,MS.HUB,1.6689601556997038,DEC
2022-01-02,15,TEXAS.HUB,0.49741897271674673,DEC
2022-01-02,16,ARKANSAS.HUB,1.334248886342338,DEC
2022-01-02,16,ILLINOIS.HUB,2.427777485822785,DEC
2022-01-02,16,INDIANA.HUB,2.420721480516107,DEC
2022-01-02,16,LOUISIANA.HUB,4.598870921139026,DEC
2022-01-02,16,MICHIGAN.HUB,2.7540772702617144,DEC
2022-01-02,16,MINN.HUB,1.5719245603499812,DEC
2022-01-02,16,MS.HUB,2.8843701291268693,DEC
2022-01-02,16,TEXAS.HUB,1.7198603742527603,DEC
2022-01-02,17,ARKANSAS.HUB,0.0,DEC
2022-01-02,17,ILLINOIS.HUB,0.0,DEC
2022-01-02,17,INDIANA.HUB,0.0,DEC
2022-01-02,17,LOUISIANA.HUB,0.390793348893035,DEC
2022-01-02,17,MICHIGAN.HUB,0.13423658749600745,DEC
2022-01-02,17,MINN.HUB,0.11501186364503141,DEC
2022-01-02,17,MS.HUB,0.382583334232888,DEC
2022-01-02,17,TEXAS.HUB,0.0,DEC
2022-01-02,18,ARKANSAS.HUB,0.0,DEC
2022-01-02,18,ILLINOIS.HUB,0.0,DEC
2022-01-02,18,INDIANA.HUB,0.6224797154451074,DEC
2022-01-02,18,LOUISIANA.HUB,0.2774440913488531,DEC
2022-01-02,18,MICHIGAN.HUB,0.7306797633332255,DEC
2022-01-02,18,MINN.HUB,0.13127572447399435,DEC
2022-01-02,18,MS.HUB,0.8302695695073166,DEC
2022-01-02,18,TEXAS.HUB,0.0,INC
2022-01-02,19,ARKANSAS.HUB,0.0,INC
2022-01-02,19,ILLINOIS.HUB,0.0,DEC
2022-01-02,19,INDIANA.HUB,0.4025163366759535,DEC
2022-01-02,19,LOUISIANA.HUB,0.0,INC
2022-01-02,19,MICHIGAN.HUB,0.4505880963331461,DEC
2022-01-02,19,MINN.HUB,0.0,INC
2022-01-02,19,MS.HUB,0.0,DEC
2022-01-02,19,TEXAS.HUB,0.0,INC
2022-01-02,20,ARKANSAS.HUB,0.0,INC
2022-01-02,20,ILLINOIS.HUB,0.0,INC
2022-01-02,20,INDIANA.HUB,0.0,DEC
2022-01-02,20,LOUISIANA.HUB,0.0,INC
2022-01-02,20,MICHIGAN.HUB,0.0,INC
2022-01-02,20,MINN.HUB,-0.15841752577516668,INC
2022-01-02,20,MS.HUB,0.0,INC
2022-01-02,20,TEXAS.HUB,0.0,INC
2022-01-02,21,ARKANSAS.HUB,0.0,INC
2022-01-02,21,ILLINOIS.HUB,0.0,DEC
2022-01-02,21,INDIANA.HUB,0.0,DEC
2022-01-02,21,LOUISIANA.HUB,0.0,INC
2022-01-02,21,MICHIGAN.HUB,0.0,DEC
2022-01-02,21,MINN.HUB,-0.20927500126259405,INC
2022-01-02,21,MS.HUB,0.0,INC
2022-01-02,21,TEXAS.HUB,0.0,INC
2022-01-02,22,ARKANSAS.HUB,0.5168540279380862,DEC
2022-01-02,22,ILLINOIS.HUB,0.0,DEC
2022-01-02,22,INDIANA.HUB,0.5440399099165738,DEC
2022-01-02,22,LOUISIANA.HUB,3.1031077499307385,DEC
2022-01-02,22,MICHIGAN.HUB,0.5253376350331932,DEC
2022-01-02,22,MINN.HUB,0.0,DEC
2022-01-02,22,MS.HUB,2.01527417974743,DEC
2022-01-02,22,TEXAS.HUB,0.10803090745346101,DEC
2022-01-02,23,ARKANSAS.HUB,1.082768689130451,DEC
2022-01-02,23,ILLINOIS.HUB,0.8524369680117496,DEC
2022-01-02,23,INDIANA.HUB,1.1382752295258112,DEC
2022-01-02,23,LOUISIANA.HUB,1.9344426902574323,DEC
2022-01-02,23,MICHIGAN.HUB,0.0,DEC
2022-01-02,23,MINN.HUB,-0.34893954170560354,INC
2022-01-02,23,MS.HUB,2.005799710541692,DEC
2022-01-02,23,TEXAS.HUB,0.7860982455075659,DEC
2022-01-03,0,ARKANSAS.HUB,0.36341183555103856,DEC
2022-01-03,0,ILLINOIS.HUB,0.0,DEC
2022-01-03,0,INDIANA.HUB,0.0,DEC
2022-01-03,0,LOUISIANA.HUB,0.6589136697961246,DEC
2022-01-03,0,MICHIGAN.HUB,0.0,DEC
2022-01-03,0,MINN.HUB,0.0,INC
2022-01-03,0,MS.HUB,0.7264362923452103,DEC
2022-01-03,0,TEXAS.HUB,0.22737654471467694,DEC
2022-01-03,1,ARKANSAS.HUB,0.6675666366872901,DEC
2022-01-03,1,ILLINOIS.HUB,0.0,DEC
2022-01-03,1,INDIANA.HUB,0.0,DEC
2022-01-03,1,LOUISIANA.HUB,1.1654839134832766,DEC
2022-01-03,1,MICHIGAN.HUB,0.19459211378645436,DEC
2022-01-03,1,MINN.HUB,0.0,DEC
2022-01-03,1,MS.HUB,1.2909005017145274,DEC
2022-01-03,1,TEXAS.HUB,0.0,DEC
2022-01-03,2,ARKANSAS.HUB,0.0,DEC
2022-01-03,2,ILLINOIS.HUB,0.0,INC
2022-01-03,2,INDIANA.HUB,0.0,DEC
2022-01-03,2,LOUISIANA.HUB,0.0,DEC
2022-01-03,2,MICHIGAN.HUB,0.0,DEC
2022-01-03,2,MINN.HUB,0.0,INC
2022-01-03,2,MS.HUB,0.9215735375411813,DEC
2022-01-03,2,TEXAS.HUB,0.0,DEC
2022-01-03,3,ARKANSAS.HUB,0.18366366161028913,DEC
2022-01-03,3,ILLINOIS.HUB,0.10391474166140603,DEC
2022-01-03,3,INDIANA.HUB,0.0,DEC
2022-01-03,3,LOUISIANA.HUB,0.0,DEC
2022-01-03,3,MICHIGAN.HUB,1.1231578078924773,DEC
2022-01-03,3,MINN.HUB,0.0,DEC
2022-01-03,3,MS.HUB,1.3740415716758692,DEC
2022-01-03,3,TEXAS.HUB,0.0,DEC
2022-01-03,4,ARKANSAS.HUB,0.0,DEC
2022-01-03,4,ILLINOIS.HUB,0.0,DEC
2022-01-03,4,INDIANA.HUB,0.0,DEC
2022-01-03,4,LOUISIANA.HUB,0.0,DEC
2022-01-03,4,MICHIGAN.HUB,0.0,DEC
2022-01-03,4,MINN.HUB,0.0,DEC
2022-01-03,4,MS.HUB,1.3740524237114926,DEC
2022-01-03,4,TEXAS.HUB,0.0,INC
2022-01-03,5,ARKANSAS.HUB,0.0,DEC
2022-01-03,5,ILLINOIS.HUB,1.3064104643597414,DEC
2022-01-03,5,INDIANA.HUB,0.0,DEC
2022-01-03,5,LOUISIANA.HUB,1.662893878358941,DEC
2022-01-03,5,MICHIGAN.HUB,0.6235501708229695,DEC
2022-01-03,5,MINN.HUB,0.2575986050994075,DEC
2022-01-03,5,MS.HUB,1.4716394357471398,DEC
2022-01-03,5,TEXAS.HUB,0.0,DEC
2022-01-03,6,ARKANSAS.HUB,0.0,DEC
2022-01-03,6,ILLINOIS.HUB,0.14198527948598322,DEC
2022-01-03,6,INDIANA.HUB,0.0,INC
2022-01-03,6,LOUISIANA.HUB,0.1325016991451515,DEC
2022-01-03,6,MICHIGAN.HUB,0.0,DEC
2022-01-03,6,MINN.HUB,0.0,INC
2022-01-03,6,MS.HUB,0.3774088974613985,DEC
2022-01-03,6,TEXAS.HUB,0.0,DEC
2022-01-03,7,ARKANSAS.HUB,0.0,INC
2022-01-03,7,ILLINOIS.HUB,0.0,DEC
2022-01-03,7,INDIANA.HUB,-0.13358688602488633,INC
2022-01-03,7,LOUISIANA.HUB,0.0,INC
2022-01-03,7,MICHIGAN.HUB,0.0,INC
2022-01-03,7,MINN.HUB,0.0,DEC
2022-01-03,7,MS.HUB,0.0,INC
2022-01-03,7,TEXAS.HUB,0.0,INC
2022-01-03,8,ARKANSAS.HUB,0.1669390475872833,DEC
2022-01-03,8,ILLINOIS.HUB,0.8183813410666663,DEC
2022-01-03,8,INDIANA.HUB,0.8588864863737481,DEC
2022-01-03,8,LOUISIANA.HUB,2.0921068974307127,DEC
2022-01-03,8,MICHIGAN.HUB,1.1158375802767384,DEC
2022-01-03,8,MINN.HUB,0.3950999543944933,DEC
2022-01-03,8,MS.HUB,1.7194853483440096,DEC
2022-01-03,8,TEXAS.HUB,0.32183403218191453,DEC
2022-01-03,9,ARKANSAS.HUB,0.36254734965781943,DEC
2022-01-03,9,ILLINOIS.HUB,0.7559625184812204,DEC
2022-01-03,9,INDIANA.HUB,1.1161781897453944,DEC
2022-01-03,9,LOUISIANA.HUB,0.9394132203221163,DEC
2022-01-03,9,MICHIGAN.HUB,1.4264600597559776,DEC
2022-01-03,9,MINN.HUB,0.3816058651183993,DEC
2022-01-03,9,MS.HUB,3.123130119914182,DEC
2022-01-03,9,TEXAS.HUB,0.32978785504916924,DEC
2022-01-03,10,ARKANSAS.HUB,0.0,INC
2022-01-03,10,ILLINOIS.HUB,0.0,INC
2022-01-03,10,INDIANA.HUB,0.0,DEC
2022-01-03,10,LOUISIANA.HUB,0.0,DEC
2022-01-03,10,MICHIGAN.HUB,0.0,DEC
2022-01-03,10,MINN.HUB,0.0,INC
